Total_Assets,Total_Liabilities,Revenue,Operating_Expenses,Net_Income,Cash_Flow_Operating,Cash_Flow_Investing,Cash_Flow_Financing,Current_Ratio,Debt_to_Equity,Gross_Margin,Return_on_Assets,Return_on_Equity,Financial_Status
-0.2488870635698747,0.1726606496057059,0.4558131959111643,0.3164685740012524,-1.0632070117012855,0.4304935914130317,0.3842362102083677,0.5062064883326544,-0.9633308058670604,0.8403258151355173,-0.383690169495547,0.16445923702557,0.3765088775870813,0
0.8895676203064704,0.64366998258486,0.3890648801570558,-0.7989988178860511,-1.0716557333548211,-0.6637675863782475,-0.06477910087657,-0.4622473961402217,-1.0012814070658884,0.9079137916332992,-0.7861959523806556,0.7535671241936863,-0.1796144676009009,2
0.4574010482673797,0.5523249865771066,-0.8079533955072831,-0.483753204903385,-0.0923404147064698,-0.3385347774072561,-0.9132640185712126,0.3225799472949217,-0.5620127189129062,-0.9934122472843409,-0.7239912849230502,0.512168215319625,-0.4478398788394933,0
0.1939453442032446,-0.670939845451431,0.8651967434275948,0.5483383336539284,-1.0115530791470664,0.2966560255283982,0.8642048315702701,0.412764478699272,0.6049843070156313,-0.3648695028507284,-0.6168797254220924,0.7144788295690104,0.2327850727663612,0
-0.6806606591037123,-0.680323119809007,0.1486392233424587,0.0724638023836854,0.9499251239359032,-0.0668188983328722,0.9915586802607712,-0.2960087067529566,0.8189744361110275,0.681083135515227,-0.5715552237988634,-0.8496940126711158,0.4851665859190566,0
-0.6807083176911851,-0.4403660066875426,-0.2656863626334718,0.8480301544963902,-0.6115303375845423,0.4476907286920655,-0.1400298334866133,-0.036183198070586,-0.22224656761279,0.0761250966248363,-0.4954132787306895,-0.3488696826989926,-0.500090223445034,0
-0.8741691398047204,-0.2529191201993154,0.5292105384027402,-0.12164852602602,-0.0915077367499632,0.8943066539706316,0.236181920752708,-0.1786100340549664,0.1257143726711491,0.621037606171009,-0.4693843271223752,-0.3477361922394109,-0.409178777781586,0
0.7225298268427773,-0.1573178340928359,-0.4809166906512095,0.7350667850611894,-0.9454733101127152,-0.8001079413149551,-0.1003619977268638,0.9094937901022602,0.4156726479365297,0.7131374959472463,-0.0744475803767877,0.3072422263774,0.2823573393239118,0
0.1987991633283982,0.3899717653736477,0.401665504824839,-0.0824042882081749,0.0109690344875738,0.3895092332901638,-0.3649190994111368,-0.3463914365346883,0.9167862629713994,-0.1124769596367491,0.0317665339001817,-0.0962570234751385,0.9415075910138871,0
0.4101351528214116,-0.8671014933371488,-0.9213620476420212,0.9476347318848208,-0.2838886430882012,-0.5718269601814246,-0.8687411522285612,-0.6198793428560178,0.8355871060918109,-0.2806230432140849,-0.3640333589302312,0.5403776778526093,-0.5826812456651287,0
-0.9482631330876574,-0.9115069202195568,0.6969052476113836,0.909925243466812,-0.9796662080361538,-0.2024517454865793,-0.0884770136742496,-0.255024543672795,-0.9013531687596652,-0.086731262001336,0.8161388869437779,-0.2205116376507049,0.3106637924787143,0
0.9274958361876156,-0.1907010442864287,-0.0948027177509344,-0.3151397875844715,-0.3769198523752915,-0.9679803666153062,0.6579351820394735,0.3533467574485966,-0.5137241478256321,0.3100207056608972,0.1176865433974611,-0.5357203465778144,0.8225640921561954,0
0.655876256497557,0.4252142172140218,0.2866907239453305,0.7663613285954255,-0.2600665541038541,-0.761269833275456,-0.992939633931759,0.4090888785585783,-0.917688128617994,-0.2641865945712703,0.5798361268407928,-0.4014784170256526,-0.0793963450130917,0
-0.569377813529953,-0.5911684116240323,-0.5540246158010892,0.6919436541167718,0.9818589211328104,-0.3924215321350364,0.1711790419188824,0.862870149973376,0.2339891338597941,0.5556625359753384,0.8495499995329142,-0.6114872366501852,-0.3737912951882204,0
-0.6296702915845397,0.3129095292468968,0.3684053472769099,-0.5452289197891699,-0.6409540044889638,-0.3478706122474363,0.7864603473391354,0.778191335018291,0.424686199353776,0.8149971983704255,-0.6514634842982308,-0.5816299474674941,0.3362716266199406,2
-0.6265492949086773,-0.4572063592376498,0.5609844986503849,0.2581657511195007,0.0581388602113184,0.7706897827451672,-0.5798507384080092,-0.409702815072165,-0.3917003612294615,-0.4347543949682879,-0.1293560821528853,-0.5449519898557151,-0.9527776884089494,0
-0.3877876734871896,0.8064067048298692,-0.0441270140656178,-0.8132759267218697,0.9764512947022588,0.4541940140642392,-0.6504992249234545,-0.0757288380166188,0.7156686599498808,0.9376177039903316,-0.1188328181081123,-0.933572304459422,-0.285919988742996,0
0.0479232909655041,0.8257845531098219,0.2483111272462565,0.6707702613933084,0.5711891569212593,0.9163229527552296,0.562947813814179,0.5089877768116985,-0.0983415752060938,0.2495717945003113,-0.2741167554618319,0.421543410900123,-0.4932151260717374,0
-0.1354615084868575,-0.3816244620039999,-0.0783000962801745,-0.6154164771489603,0.9890097833108096,0.1678506780227528,-0.502520420278732,0.8478170761142917,1.0090279917915823,0.7630837853591685,-0.9556276601152248,-0.1911406266947996,-0.5608735054782956,0
-0.4135000849599453,-0.5174037844285069,0.8075624915550478,-0.8169035742311449,0.936988368392043,-0.5490192640464406,-0.6325177626075551,-0.3119293637563159,-1.016628112804011,-0.7933771163078059,0.6360330737418255,-0.9208406378456112,-0.6518812545172706,1
0.2200159992027505,-0.1515705800631898,0.0057668790006198,-0.1770695938501621,-0.0564905795555931,-0.3766185582335566,-0.2493272016601161,-0.0971910087565911,-0.7952023798586488,-0.4966951504623509,-0.7531790069866174,-0.2484331383038223,0.4786632918857434,0
